BuyerID,FullName,Address,SSN,PhoneNumber,Email,IncomeBracket,AnnualIncome,NetWorth,TotalDebt,CreditScore,DesiredPriceRange_Min,DesiredPriceRange_Max,PreApprovedAmount
c0c59abf-48c7-4140-9b10-e6b8fdf3f97e,Gregory Keller,"4088 Rios Unions, South Brunswick, NJ 07018",141-34-9418,001-811-844-8815x0298,bryan@example.net,Very High,1434513,4477863,244734,773,4000000.0,4400000.0,6000000
8f2a50b8-5d55-4517-a4b8-f0c7daf8f13e,Victoria Allen,"16457 Wolfe Ridge Apt. 398, Franklin Township, NJ 08719",356-34-1086,397-522-5627x2380,alexandramorales@example.org,High,184548,1287871,63222,657,867696.0,1611436.0,1280035
2c6c174e-edc8-49a6-8890-8b0887648efd,David Campbell,"88585 Dustin Field, South Brunswick, NJ 08436",300-86-7447,+1-223-712-1598x2707,isaac65@example.org,Very High,931520,7446951,206290,777,3426112.0,4400000.0,11975174
0d55ab8e-80fe-4e03-9a61-52a2c47d90ea,Lisa West,"545 Pugh Coves, Lawrenceville, NJ 07314",242-71-9002,495.551.1129x2434,kevingallagher@example.com,Medium,135550,391879,83481,802,450000.0,761238.0,1163287
6ad8a9aa-3b33-4699-885e-f6f2d8d31be6,Jennifer Green,"37298 Williams Mount Apt. 758, East Brunswick, NJ 07343",750-44-8747,(410)856-9079x6085,andrewlane@example.com,Medium,115437,200629,82802,627,450000.0,471348.0,643285
accde1ae-4efd-472d-a387-965cc287c58d,Robert Porter,"548 Fleming Lakes Apt. 425, Princeton, NJ 08763",147-50-6674,001-763-490-4375x4104,toddporter@example.com,Medium,87979,198505,62740,712,450000.0,593458.0,670665
37c6c816-3b9d-451a-9714-0316f5d07b3a,Jessica Olson,"91470 Simmons Ferry Apt. 502, Princeton, NJ 07148",296-06-3255,3327312039,zoemorrison@example.net,Very High,1307789,8766063,147679,814,2956843.0,4400000.0,6000000
ed4245cd-f071-49fe-b1e9-a75f6ea50573,Amber Dawson,"459 Alvarez Squares, Franklin Township, NJ 08467",037-42-2182,(523)894-9750,ashleyarmstrong@example.net,Low,40394,12916,29047,663,450000.0,450000.0,216585
d50d4a66-b5ec-4a54-9e75-b21b466e5d93,Bruce Douglas,"8709 Jasmine Manor, Plainsboro, NJ 07890",470-41-9828,695-976-2083x656,aaronwheeler@example.net,High,259228,667360,138167,690,907324.0,1685031.0,1827582
40304f52-ee73-4733-9d94-06efcec821b8,Melissa Le,"448 James Walk Suite 073, Hillsborough, NJ 08130",415-65-3576,+1-989-994-5629,emacias@example.net,High,291419,1960262,93650,783,1399675.0,2599396.0,2286705
d7ba5b6e-ec28-4586-8452-c13c2aab764e,Emma Mccarty,"8008 Smith Springs, Edison, NJ 08881",372-79-2156,2106035167,balljames@example.org,Low,49453,43225,44431,754,450000.0,450000.0,437726
85a66a6c-0e91-458a-bc3f-21678ae7ff4a,Megan Mcgrath,"3433 Erin Gateway Suite 868, Woodbridge, NJ 07372",557-21-7397,981-305-9159x19775,fostertodd@example.net,High,192815,359602,51032,750,881575.0,1637210.0,1161017
2c2dbbec-7fba-43e2-b2f8-a3a349f0bb5d,Patrick Davenport,"81701 Carol Tunnel Apt. 628, Edison, NJ 08626",486-76-2501,(940)650-4661x82271,glopez@example.org,High,278010,750117,112752,786,1235273.0,2294078.0,1742691
eab47cf2-0983-463e-975b-e1d7408f1f20,Jennifer Nielsen,"1305 Blanchard Courts, East Brunswick, NJ 07438",027-80-0016,+1-988-429-2637x9531,steven36@example.org,Low,51218,7128,43285,538,450000.0,450000.0,270198
cb1da5a7-e58e-4927-80fe-2d54accf79c4,Juan Michael,"64310 Oscar Points, Montgomery, NJ 08414",286-31-4493,(536)969-2771x1052,misty66@example.org,High,236188,553949,65291,795,890633.0,1654033.0,1538926
5526e4a9-40ad-4f47-8492-746b073b3c3f,Richard Clarke,"3757 Heather Plaza Apt. 583, East Brunswick, NJ 07713",116-16-0037,472-492-5364x29796,martinezjames@example.net,Low,62278,49848,44928,628,450000.0,450000.0,401826
6eee2f9a-38c8-4877-8f21-6d096ee4bcb8,Dawn Williams,"3245 Payne Common, Lawrenceville, NJ 07703",139-33-2433,(608)377-2395x982,virginia95@example.org,Medium,115982,67545,69085,538,450000.0,788151.0,718021
e7dce0ab-3cb9-4239-be64-a383fc1eb960,Christopher Kelly,"816 Nguyen Course, East Brunswick, NJ 08382",597-85-1549,812-779-3659,thomasnathan@example.com,Medium,118682,261182,56724,812,450000.0,497606.0,776089
7d6b586a-b175-4e44-a2d3-75b46673e66f,Barbara Jacobs,"0005 Smith Curve Apt. 604, Piscataway, NJ 07750",137-08-1652,(419)575-7937,amber47@example.net,High,206869,75448,109333,750,693396.0,1287736.0,1398695
fe1c563e-76bb-4f1b-91a4-b8905d7567ef,Regina Torres,"3485 Hernandez Parkways, Piscataway, NJ 08133",036-27-5372,946.959.5405x948,coopermorgan@example.com,Medium,90617,244174,46243,655,450000.0,450000.0,525469
76180e84-6771-4b26-bb6c-adbab11d97d8,Cheryl Alvarez,"939 Hanson Path Apt. 264, Piscataway, NJ 08906",591-79-8609,+1-340-388-3303x50607,gina93@example.net,Medium,90785,264921,35099,679,450000.0,781807.0,696469
dad8d430-58ca-4a66-a6b3-93e254fe9d6f,Michelle Gonzalez,"33881 Nancy Parkway, Piscataway, NJ 08720",768-57-5646,9383892891,angeladyer@example.net,High,176110,269968,102089,728,669702.0,1243732.0,1056427
5d33cbda-21c6-43fe-a3f3-226231240299,Stephen Wheeler,"90546 Bowen Club Suite 921, Plainsboro, NJ 07878",227-17-8122,457.949.9147x251,david78@example.net,Medium,97457,184018,69019,527,450000.0,688377.0,466719
be08d4cf-7177-4909-99cd-aa83cdb83e49,Debra Hensley,"75003 Robin Valleys Suite 428, Bridgewater, NJ 08731",218-13-5249,445.274.0428x335,heatherjuarez@example.org,Medium,148708,149908,274626,530,559936.0,1039881.0,721707
f1aa7d3b-7296-4b16-b93b-b8133c955141,Jeffrey Mendoza,"394 Moon Well, Hillsborough, NJ 08179",129-02-8715,439.619.7535x934,cynthiacoleman@example.net,High,270826,1234678,130201,804,726016.0,1348316.0,2300546
07c7f7fa-9f7f-4e95-9139-762b4412ff08,Patricia Beard,"534 Robert Mountains, South Brunswick, NJ 07232",054-52-5646,915.846.8447,stephenmason@example.net,Medium,93407,240433,74944,578,450000.0,683374.0,631856
a0e3e92f-00ad-492c-95c0-cfc520025b52,Christopher Williams,"80794 Donald Inlet, Bridgewater, NJ 07306",153-78-0505,615-687-7122x441,ifranco@example.com,Medium,125443,465515,46478,850,450000.0,757904.0,1008135
77b5ce63-e611-4f0b-af4d-2e49e6411f67,Christopher Hart,"364 Monica Crescent Apt. 246, East Brunswick, NJ 08095",265-99-5101,219.594.1182x0708,johnholmes@example.com,Medium,117136,265430,68062,723,525185.0,975344.0,933453
673efc53-2fe2-4115-98a6-5991b46d720b,Jessica George,"415 Teresa Tunnel Suite 680, Bridgewater, NJ 08439",783-91-4355,(209)763-6427x7939,carlos89@example.org,High,271806,1038355,124890,741,1228841.0,2282133.0,2173643
26b22285-61dd-41cd-b14f-c9bc293251d5,Lauren Woods,"7944 Ho Corner, Franklin Township, NJ 08392",272-67-0395,294-272-7750x762,jermaine95@example.net,Medium,125336,497357,61566,745,450000.0,504637.0,769959
2e2019a1-b6cc-4f82-8af0-f0d1fbc49f21,Anne Brock,"1035 Jensen Rue Apt. 154, Plainsboro, NJ 08938",087-30-8492,001-681-611-9508x34309,masonlisa@example.com,Very High,913997,2739504,361227,728,3179086.0,4400000.0,6000000
11e3ff57-2906-4a6b-af6a-7ec997a70204,Anita Scott,"5969 Matthew Park, South Brunswick, NJ 07486",856-98-6125,001-808-787-3257,martin55@example.net,Very High,1426735,3122606,592415,813,4000000.0,4400000.0,6000000
b4f84cd9-61f4-4c08-98a0-bb38840da55b,Joshua Diaz,"4403 Mays Keys, New Brunswick, NJ 07267",780-13-6055,(458)503-7401x44448,cgreen@example.net,Very High,577122,2290845,279004,849,2771542.0,4400000.0,4707207
319f07a6-3e6a-48fc-9fe5-aa916d507973,Christopher Holmes,"13352 Paula Row, Plainsboro, NJ 08669",643-95-7135,001-384-248-9451,jeffrey87@example.net,Medium,126797,528141,89979,594,450000.0,517961.0,794964
5cbbc165-1430-48f6-9931-cdc0175b29c7,Ariana Hernandez,"42224 Williams Ports, Lawrenceville, NJ 08557",259-57-9959,2996702685,glenda20@example.net,Low,66336,120883,43230,522,450000.0,450000.0,327754
878f9d32-561f-40f7-b300-bab9607fb64f,Donald Williams,"86965 Martinez Forges Suite 139, Piscataway, NJ 07463",771-65-3459,+1-989-969-3089x3559,douglasking@example.net,Low,42945,53091,27673,654,450000.0,450000.0,323341
7b579c68-dbce-4bdf-b4f8-96e064dfc277,Adam Salinas,"658 Tina Manor Apt. 760, Franklin Township, NJ 08231",048-79-7228,763.345.8442x4037,rubenflores@example.net,Very High,1181524,8934134,521540,831,4000000.0,4400000.0,6000000
9e3916d3-d434-45d4-a8e6-7ba8c80a6b1a,Chad Sanchez,"08377 Hartman Coves, East Brunswick, NJ 07643",651-53-3710,001-760-568-4322x9598,robert25@example.com,High,257122,566380,120898,353,610819.0,1134378.0,1105737
aaca9d88-5593-4a05-bdc6-e44fc6ef127e,Haley Merritt,"249 Jasmin Passage, Woodbridge, NJ 08321",790-65-6552,001-534-331-4083,mcase@example.net,Medium,115979,357679,65958,685,450000.0,622614.0,711992
69ef473e-f04a-40dd-887d-d72b858b594c,Brenda Duran,"0809 Nelson Passage, Woodbridge, NJ 08879",126-98-3795,630-576-2002,amybrown@example.org,Low,44361,19127,42068,467,450000.0,450000.0,192454
30f40f55-1917-4f08-89d0-a5a772bf344b,Brent Adkins,"5364 Strickland Fork, South Brunswick, NJ 08243",481-78-8408,+1-477-370-4417x713,hillemma@example.com,Medium,148444,388006,94091,717,640167.0,1188883.0,1124943
7766637c-dae1-49aa-afc2-9660a9684784,Luke Mitchell,"67777 Kelly Row, Plainsboro, NJ 07117",702-20-9508,958-902-5762x5929,padillarobert@example.com,High,284677,2013212,109053,741,694344.0,1289497.0,1691333
0fa5b2b5-43cd-44ac-96d8-9024bd40e5f6,Matthew Jones MD,"8134 Darren Trail, East Brunswick, NJ 07173",637-21-9309,(497)864-4000x38314,larry81@example.net,High,157849,731743,55999,832,576576.0,1070785.0,1417970
1a19fbb5-e5a8-4c9e-a4d6-84571cae3af6,Deanna Edwards,"745 Gregory Camp Apt. 323, Hopewell, NJ 08932",055-23-2634,963-672-6775x9086,parellano@example.com,Medium,141790,484273,110250,603,479131.0,889815.0,908925
866e6de9-67f1-4444-ac8e-e6bfc10e7bc0,Mark Johnson,"72396 Hill Turnpike Suite 737, Piscataway, NJ 08081",640-61-3882,+1-873-609-1652x247,sarahdavis@example.net,Medium,91615,114638,41627,773,450000.0,450000.0,986570
ad6d99b1-b267-43fb-b434-452d15f11fb8,Sarah Park,"980 Melvin Springs, Montgomery, NJ 07933",415-45-1440,7996271514,lisamitchell@example.net,High,180102,768469,86633,725,504752.0,937398.0,889020
33a41463-4ef4-4e81-bce6-5cce54e3910e,Brian Stein,"674 Joseph Ridge, South Brunswick, NJ 08127",693-68-1286,(272)612-0259x4383,gary89@example.com,High,169944,571521,47898,743,534194.0,992076.0,1150502
dbaf3938-6013-4799-86a6-51c997cd4e70,Susan Nichols,"98384 Baker Plains Suite 212, West Windsor, NJ 08557",362-03-8069,565-775-1649,alansandoval@example.com,High,204076,31483,65883,841,814342.0,1512350.0,1588838
6086f6cc-199f-41c0-a6d2-ac2fb9fc10e6,Brittany Olson,"3624 Coleman Via, Hillsborough, NJ 08839",884-27-6711,+1-631-415-8039x2502,warrenfrank@example.net,High,292354,807629,84951,658,1233774.0,2291294.0,1716907
7a91495d-6a67-481c-a134-a5c965735419,Terri Chavez,"291 Nicole Island, West Windsor, NJ 07876",424-22-3079,(818)803-7122,john14@example.net,Medium,137752,467647,56411,588,568278.0,1055374.0,1493020
73a7da6e-a266-4f3e-8e5c-270edb97961b,Mr. Thomas Webb,"711 Martinez Pike Suite 927, New Brunswick, NJ 08381",192-49-1612,4862749938,mckenzieharold@example.org,Medium,130889,351432,115227,733,536243.0,995880.0,894478
b016de21-4b98-4768-9025-ec83ed715066,Jacob Ross,"505 Debbie Village, Woodbridge, NJ 08805",048-67-9265,(885)515-7264x958,erikaharris@example.com,High,184306,1257294,73533,750,729214.0,1354256.0,1282084
7dcc2617-5365-472a-b9ee-1848b7243e91,Nicholas Morrow,"5977 Chavez Ranch, Lawrenceville, NJ 07592",159-34-5872,(506)907-5750,angelamorgan@example.com,High,171682,345190,73377,732,450000.0,721078.0,1043482
79036873-ae23-4477-b528-e23d7a573af4,Clifford Leach,"8396 Castro Stream Apt. 020, Montgomery, NJ 07324",076-46-9873,001-518-719-0209,pattersoncole@example.net,Very High,396979,3631987,150912,732,1402996.0,2605565.0,2758154
d063fde0-6d4c-4cfc-8cfa-664328eda5e3,Jennifer Johnson,"825 Gibson Track Suite 874, Piscataway, NJ 07575",399-30-6266,(958)731-9810x9600,justin23@example.net,Low,60391,69288,26735,448,450000.0,450000.0,308589
1d8b5841-bdad-4e75-9f08-ac897b4e3091,Wendy Kim,"350 George Stream, East Brunswick, NJ 08890",845-42-6024,001-450-765-5740,rogerbrown@example.org,Medium,92676,107013,66014,734,450000.0,814103.0,716702
31d1a4cd-0ba3-43a0-b986-1fe512e55127,Jeremy Compton,"95656 Brown Wall Suite 218, Lawrenceville, NJ 07765",287-73-8695,776-898-0709x5351,carlosmorris@example.org,Low,50828,7681,37912,705,450000.0,450000.0,390104
51d27f6d-e917-4390-988f-bd795355d227,Tony Baldwin,"8259 Mitchell Wells Suite 153, East Brunswick, NJ 08658",452-62-5824,518-478-8738x6175,jessicaburns@example.net,Medium,103827,149417,53406,740,450000.0,450000.0,847193
765a393e-04b0-4087-bc21-662f4b19d0a2,Bryan Mccarthy,"40171 Hill Parkways, Princeton, NJ 08888",516-19-1311,001-382-292-6915x005,harrisondeborah@example.net,Medium,133779,139927,60189,647,483132.0,897245.0,904127
bd137b26-af66-4bb2-a507-f9aa587f1f0e,Alan Tapia,"332 Boyd Flat Apt. 512, Edison, NJ 07032",348-20-8509,+1-824-843-4748x23094,martinezemily@example.com,Low,44402,55305,26029,561,450000.0,450000.0,272498
d81cbd3e-9992-4188-9d3c-fe7c9cc1cdf4,Kristina Howard,"674 Steele Fort Apt. 277, East Brunswick, NJ 08081",042-10-0803,001-576-328-9086x0604,wilsonkeith@example.org,High,225130,555030,31665,730,534793.0,993187.0,1697258
c7db8541-16d5-4fa8-988a-6f9eb19954fe,Teresa Cummings,"779 William Grove, Edison, NJ 07844",883-39-2601,418.925.0739x2950,christopher33@example.net,High,182039,1191068,82320,828,450000.0,824769.0,1273796
8a5137ac-1665-4422-80c4-f222d26f7057,Earl Wallace,"9095 Sean Plaza, West Windsor, NJ 08560",875-69-5665,+1-283-730-7690x603,hjackson@example.com,High,252013,1398699,96902,682,1107178.0,2056188.0,2992519
