SaleID,HouseID,BuyerID,SellerFullName,SellerAddress,ListingPrice,SalePrice,SaleDate,SaleCategory,SaleDetails,Buyer_AnnualIncome,Buyer_NetWorth,Buyer_TotalDebt,Buyer_CreditScore,House_Address,House_Bedrooms,House_Bathrooms,House_SquareFootage,House_YearBuilt,House_PropertyType
8f1720e5-8777-45d7-bc41-9e388e0056d2,d955e99f-a459-454f-a04c-88f453778ae0,a2c54238-6171-4cfc-8297-e78b62283306,Heather Hernandez,"64635 Allen Rapids Suite 675, Piscataway, NJ 07289",2256549,2371754,2021-10-10,Normal,Standard transaction.,65077,23843,31845,740,"033 Richard Island, Woodbridge, NJ 08504",4,3.5,5768,1996,Single Family
178ff018-aa6d-4bb0-8ec9-90a03608de27,9f3eb95f-b5fb-4c98-bc58-e794b427a1ba,b0555b3a-1710-4863-b161-1cc0abb1e928,Ashley Smith,"507 Sara Burg Suite 998, Bridgewater, NJ 08532",1607965,1705916,2021-09-04,Downsizing,Seller downsizing after retirement/children moved out.,268586,1006899,59304,739,"426 Stevens Parkways Suite 213, West Windsor, NJ 07423",5,2.5,3049,1965,Townhouse
2b3e8f0d-5841-4b8d-a2ef-eef0372e7e65,09fff71a-bed6-44d0-b47e-f8abebba837c,2c6b24fd-870f-4dc0-b84a-6be548f087d1,Terrence Anderson,"659 Cook Tunnel, East Brunswick, NJ 08917",1754158,1741151,2021-09-05,Normal,Standard transaction.,41418,21372,18708,703,"030 Henry Station Apt. 340, Franklin Township, NJ 08625",5,4.0,5658,1999,Single Family
8fef7ec6-39fb-4208-963b-3894e4dacc02,2bce5413-d35d-4a3b-bfb6-e368610f6aa9,2e1ba7a4-5164-4923-982e-f4c7b363ef3f,John Garcia,"8608 Clark Manors, Plainsboro, NJ 07691",1110346,1176712,2025-02-13,Normal,Standard transaction.,194241,1308341,122375,663,"743 Webster Land, New Brunswick, NJ 07995",5,2.0,3324,1960,Townhouse
78575e17-a77d-4931-8a28-c67523a03b0a,a2970d77-d4a6-4296-bee4-ace64d30eddb,e8bc4a19-07f3-417e-a6ad-a9f2fc4bf1b2,Jessica Hernandez,"3543 Emily Views Suite 073, West Windsor, NJ 08749",919553,926599,2022-08-25,Normal,Standard transaction.,69914,76994,157685,507,"270 Nathaniel Ferry Suite 513, Woodbridge, NJ 08720",4,2.5,3308,2016,Townhouse
e9736d76-cd2f-401c-9cb7-5c93f9fb9048,48a4b130-6009-4002-86a4-8a2ffed25b6f,87d40248-c9b6-4313-a8a2-4acae5f299a0,Alexandria Williams,"7111 Judith Place, Woodbridge, NJ 07441",2037995,2169894,2025-01-29,Normal,Standard transaction.,428460,3879104,168978,756,"9844 Andrew Trace Apt. 291, Woodbridge, NJ 08756",3,4.5,3905,1968,Single Family
0335fd53-7a1e-4206-9e66-15a2ffdf7a92,f1994c7f-58da-4869-8bd9-c931c7a23c3b,e6783690-ff05-4567-a98b-bf002ec49003,Stephanie Thomas,"799 Miller Grove Apt. 095, Bridgewater, NJ 08530",1634606,1727588,2025-02-06,Downsizing,Seller downsizing after retirement/children moved out.,286145,1793154,160544,742,"551 Lee Mission Apt. 753, Montgomery, NJ 08046",4,4.5,3636,2014,Multi-Family
1161a40e-8a1c-4c5a-af82-8c891182afc2,07c3fbb3-4365-4ad6-9865-c06f2aec2a60,793c74ad-be5b-4582-b27a-4d8c7ad3bf2c,Nicholas Larsen,"606 Williamson Square Apt. 254, Lawrenceville, NJ 08556",1032963,1083752,2021-09-07,Job Relocation,Seller relocated for a new job opportunity in Brandonshire.,49860,34404,33259,663,"84602 Dustin Inlet, Hillsborough, NJ 07947",3,3.0,3945,1956,Condo
9fa1c6aa-64c4-4265-8748-905f4956e966,41d6c8ba-689a-49b1-97d3-7c07c2fa68b3,81525d92-f242-49b3-8e7c-28b18a99634e,Tanya Hale,"17888 Dyer Fields, Edison, NJ 08312",2112298,2174304,2024-09-02,Normal,Standard transaction.,133545,372229,111247,682,"68149 Erik Freeway, Lawrenceville, NJ 07123",5,5.0,5457,2025,Single Family
34e3aa15-ae51-48fc-83c1-c61178775f16,fef91f96-d259-4127-8b76-369e2615b44e,729a0c4f-daa0-4485-a858-210b170f15b1,Laurie Barrera,"1930 Burns Pine Suite 088, East Brunswick, NJ 08035",3108985,3245543,2020-11-08,Upsizing,Seller buying a larger home for growing family.,136903,275967,96424,706,"606 Brittany Lakes Suite 205, Hillsborough, NJ 07512",5,6.0,5981,2025,Townhouse
2ffc929c-b367-47dd-93be-eb3bbec09394,913a1871-04a9-4c94-95d6-95a80306a5c8,30102adc-2e35-4beb-9e3d-8926712ef2d6,Mr. Shawn Garcia,"638 Molly Glen Apt. 886, Franklin Township, NJ 08833",634216,599570,2023-04-16,Job Loss,Forced sale due to unexpected job loss and financial hardship.,59050,92704,23557,850,"9129 Danielle Fall, Montgomery, NJ 08952",5,4.5,3479,1972,Single Family
b5669458-17c2-4986-984c-d985fc2df3cd,affc945d-6535-4be8-855c-b9ded7c2b5e1,fe7aea60-e176-4fc9-accf-cdcc1cb359f7,John Clark,"5392 Gary Rapid, South Brunswick, NJ 08421",1417877,1431921,2023-08-22,Downsizing,Seller downsizing after retirement/children moved out.,91805,35949,47557,776,"845 Young Turnpike Suite 387, Woodbridge, NJ 08265",5,5.5,5486,2000,Single Family
0888d324-dc83-4bdc-ac66-bb9419d1cc3a,577fc5d0-c1e7-4f08-bd2a-39e0ed14055f,7f0de082-55e5-491e-95a6-f23a22f92302,Anna Moore,"4009 Jones Path, Woodbridge, NJ 07269",1317669,1143372,2023-04-30,Job Loss,Forced sale due to unexpected job loss and financial hardship.,88726,50672,59698,828,"174 Michelle Cape, West Windsor, NJ 07632",4,3.5,4018,2025,Townhouse
7a177b89-62b1-4b8e-92bb-18fb854839fd,10075c5b-81a7-4bb8-8043-edd46db21f68,ea5d71d3-1180-49b6-a729-d827ae430d6b,Joseph Harper,"6901 Holly Terrace Apt. 443, Woodbridge, NJ 08968",2430368,2563523,2023-01-30,Normal,Standard transaction.,255843,814966,89766,742,"5066 Graham Greens, Montgomery, NJ 08868",5,4.5,4966,2024,Multi-Family
eaa33fe1-9657-4049-bd87-d5cda6c51c77,7ccab4b2-0299-483c-a0b3-772f4ec2cfa6,38254f14-9b54-4e90-85d8-73d5c4159b21,Tiffany Neal,"9551 Roberson Wall, Woodbridge, NJ 08560",1185891,1263330,2025-04-11,Downsizing,Seller downsizing after retirement/children moved out.,133623,348949,62610,711,"99152 Matthews Haven, Bridgewater, NJ 07642",3,5.5,4050,1970,Single Family
1bb37598-2718-4f06-8fbf-05544196bdd0,811fdc7b-f1a6-4193-ae1b-87b265f09952,94e22e3f-e7de-49bd-bda7-4f7987cc6637,Jeremy Payne III,"7676 Elizabeth Road, South Brunswick, NJ 08650",1349427,1379672,2021-12-30,Normal,Standard transaction.,136144,275503,42593,763,"74067 Merritt Port, Montgomery, NJ 07696",6,4.5,5295,1992,Single Family
4800ffe5-4c9a-4748-8617-dc6fcd185faf,86f182e1-8f84-4681-8180-7e939b998740,4c7ada9a-619e-478f-845c-87fae1edf031,Samuel Peterson,"87323 Gilbert Loop Suite 332, South Brunswick, NJ 07091",1062733,935076,2021-04-13,Job Relocation,Seller relocated for a new job opportunity in Martinezhaven.,284767,604467,164741,712,"941 Chad Loop, Edison, NJ 08865",6,2.0,2966,1961,Condo
e43663d6-b810-4be8-8834-fc587dcbb79d,4f6ece6c-ddde-40b8-84d9-788262a8040a,110f32c3-db6a-4f51-a43e-8aa6d28061be,Thomas Coleman,"10609 Hamilton Plains, Hopewell, NJ 07342",799176,772115,2024-10-19,Normal,Standard transaction.,191594,24181,80050,705,"6693 William Gateway, Plainsboro, NJ 07409",5,3.0,3160,1940,Single Family
fa5a7113-e8c6-4122-80d8-dd1b578cb15f,a4e0701f-f366-45fd-8a4a-e5ca552390be,8f9e00a5-742e-49de-8d12-e51a7df9c1d8,Albert Flowers,"56137 Justin Springs Apt. 972, Hopewell, NJ 07623",2760854,2654658,2021-01-24,Normal,Standard transaction.,150496,617830,78163,792,"5729 Lane Brook Apt. 248, Woodbridge, NJ 08057",7,6.0,6513,1982,Townhouse
20aec102-ef2c-4397-8365-979668540ae7,fa1b7394-0349-442d-8c50-46836c834ee7,a2498c7f-cfd8-45b9-8aed-0d874ee419f9,Amanda Schneider,"249 Tiffany Plains, Princeton, NJ 08349",2144780,2290088,2023-05-07,Normal,Standard transaction.,295198,1022355,122705,766,"102 Sullivan Junction Apt. 358, Piscataway, NJ 07985",3,5.5,5114,2009,Multi-Family
338e3b07-5985-4226-ae03-a65e10135c7a,d5d6bedb-eaa2-409c-85cc-a97b361c3469,0978b489-75c7-4faa-948a-82a79d42b2a2,Valerie Long,"3104 Ryan Underpass Suite 986, Princeton, NJ 08652",1276238,1287571,2025-01-17,Normal,Standard transaction.,131356,382874,109522,703,"14149 Bernard Road Suite 154, Plainsboro, NJ 07628",7,5.0,5721,1949,Single Family
6501e409-da65-473b-960a-068499f27d42,01aaaa3c-63a0-410a-ae91-6d1c5b882a6a,8f0a5c95-8840-4494-8310-6cab4c773c8b,Antonio Nguyen,"5106 Strong Trail Apt. 469, Edison, NJ 07248",1449726,1512931,2023-08-05,Normal,Standard transaction.,125180,84685,86606,374,"66372 Richardson Mall Apt. 074, Bridgewater, NJ 08258",3,4.0,5448,2021,Single Family
cf996f88-f5cd-4aa8-a563-6627f1c0d159,48b8bb96-4d6d-4d92-849f-6f1c62a5cf22,bb14ec1f-9dc3-47c1-9635-d3445a10f219,Mr. Johnny Velazquez,"09960 Roberts Springs, Princeton, NJ 07492",958041,815870,2022-06-19,Bankruptcy/Foreclosure,Sale managed through bankruptcy court or bank foreclosure process.,71465,129513,75760,522,"63165 Brianna Field Suite 235, East Brunswick, NJ 07477",5,4.5,3621,1962,Single Family
e1c536a1-a9de-447d-a5b1-9f63c4bc7311,9ae557b2-9de4-41a5-a4df-7be9515570e4,8dca9db7-585d-4b70-9312-2658f99b5693,Haley Patterson,"67783 Jones Burg Apt. 802, Franklin Township, NJ 07596",1164194,1096230,2020-05-09,Normal,Standard transaction.,88684,260456,45809,797,"81606 Anita Bypass, Hillsborough, NJ 07153",4,2.5,3868,1996,Multi-Family
b3f5711a-e0e1-41b3-9c2d-81bc1d5d04bf,02275b21-5964-43ad-946b-bd24e49daccb,7fea6f50-b2f8-4334-9b81-b494bbc71224,Lisa Cohen,"15295 Jessica Coves, Edison, NJ 08927",3252523,3283683,2022-05-02,Job Relocation,Seller relocated for a new job opportunity in North Devon.,1430837,13244169,218307,707,"55872 George Square Apt. 436, Hillsborough, NJ 08690",6,3.5,5372,1973,Single Family
9a9b1122-7c28-4d90-b12f-86b06c2b34d2,5b03912e-dbb5-40fe-befd-9f1be43a3c0a,6e05910c-bf0f-4478-ac5b-adc99e1e8441,Gregory Stone,"7489 Sherry Flats Apt. 646, South Brunswick, NJ 08504",1114688,1151760,2022-07-12,Normal,Standard transaction.,259545,897937,47576,780,"721 Baker Fort, Edison, NJ 07984",4,3.5,3455,2000,Single Family
9e3b0ca2-82ea-416a-b339-0d099f183812,d531d8b3-d98f-4628-a635-5a20950d71ee,e4b0c582-f1d7-4bfb-a8e5-ec68f416c8d1,James Harris,"3954 Burch Ports Apt. 063, Lawrenceville, NJ 08536",2288364,2418352,2021-01-09,Normal,Standard transaction.,87168,90813,57937,663,"476 Joshua Walks, Hillsborough, NJ 07267",3,6.0,4401,1950,Single Family
555fda60-cfed-4d6a-80fd-63177f9dd9f6,927778a3-0014-4dc4-b250-70626113ceb2,f53360f2-d744-43e3-8fbe-061e88ffc581,Eric Roberts,"480 Michael Lane Suite 189, Edison, NJ 08483",827893,951296,2022-12-31,Normal,Standard transaction.,95712,69549,47941,631,"792 Eric Glen Apt. 879, Woodbridge, NJ 08783",3,3.5,2779,1945,Single Family
a76eb98e-b1e9-4360-8a49-6a33d7dd53e1,f915da8f-23f7-4aaa-961c-4bd4402dc4fa,7f4f8709-a258-4539-9860-fab5c4bdbf10,David Carpenter,"67843 Laura Forest Suite 542, Woodbridge, NJ 07131",1528096,1574917,2022-06-08,Divorce,Sale resulting from divorce proceedings.,100961,235129,66414,667,"18956 Jones Mission, East Brunswick, NJ 07637",3,4.0,5186,2011,Townhouse
fb86b411-f241-4c75-9f97-1c7669495a8b,0996335a-7012-4f60-8ba2-dc6205af7248,e0f3fe90-1f78-4a90-9e0f-a51d5621c94f,Steven White,"8508 Hess Canyon, Piscataway, NJ 07121",1662509,1771256,2024-01-08,Job Relocation,Seller relocated for a new job opportunity in Rogerfurt.,112054,365693,89424,602,"43154 Daniel Avenue Suite 433, Hillsborough, NJ 08684",5,5.0,4767,1991,Multi-Family
1e6810d6-63d7-4545-b57a-1f6bc1f7a90a,d1e53e31-a01a-4fe2-8f9d-deee792afe49,c78f231c-7333-482d-b79e-09b0324e359c,James Perez,"293 Edward Port, Bridgewater, NJ 07857",3446861,3360384,2021-09-30,Normal,Standard transaction.,1120619,8313098,201888,833,"050 Ashley Glens Apt. 638, East Brunswick, NJ 07358",7,4.5,5398,2020,Single Family
8f35afc4-0160-4b8f-8a58-19ff6448750b,79b7b258-958a-4271-a985-bb1315bca4b8,af4ecc58-95cb-4f24-b708-69516be76b57,Matthew Hernandez,"62975 Santiago Expressway Apt. 767, Franklin Township, NJ 07437",737646,764640,2023-10-21,Normal,Standard transaction.,181519,1029652,86650,827,"305 Meyer Parkway, Franklin Township, NJ 07529",4,3.0,3319,1986,Single Family
0ac3044f-1e08-4298-b167-9d996b0ebb61,7e0803f0-5363-4a53-b953-940c57dfd6f0,46e2dae5-b28e-41c8-a876-06e2a03f958b,Jennifer Chambers,"41650 Erin Fords Suite 487, Montgomery, NJ 07486",1115788,1129159,2022-12-22,Normal,Standard transaction.,145604,447576,85289,690,"494 Carr Square, Edison, NJ 07456",3,5.0,4011,2020,Single Family
05155604-e414-4f5f-b03e-50a5b1159769,bb560a8c-c83a-41a9-9a6b-32fe023373a7,efef2c87-5157-4f36-8be7-79ef12ba8e63,Michael Pearson,"69162 Michelle Stream Suite 219, Montgomery, NJ 08229",2040089,1985412,2024-03-06,Job Relocation,Seller relocated for a new job opportunity in Higginsmouth.,117263,118660,81018,800,"90718 Tucker Village Apt. 869, South Brunswick, NJ 07416",3,5.5,5070,2015,Townhouse
5fd1803a-3ce8-4bb7-a9df-ee467c28eebc,5c001ad1-092f-4b10-b8c4-ae2f6b3923b0,c375aa38-a9fa-489b-a53d-10c4183471c8,Yolanda White,"91943 Ford Ranch, Lawrenceville, NJ 08065",1576216,1471820,2021-01-10,Normal,Standard transaction.,309730,1076717,130861,839,"4482 Jesus Unions Apt. 466, Lawrenceville, NJ 07827",4,5.0,4949,1969,Single Family
897b946c-bee9-46a9-b10d-b3b513993483,4dba7008-a35e-4bce-96fd-19029475e770,0978a54c-88df-4113-9123-0e2c6d0024b5,James Bishop,"885 Fuller Locks, New Brunswick, NJ 07779",1874664,1690552,2021-08-26,Bankruptcy/Foreclosure,Sale managed through bankruptcy court or bank foreclosure process.,90874,110941,41817,835,"8928 Meadows Islands Apt. 507, Franklin Township, NJ 08428",5,6.0,5842,1965,Condo
d8c9e01c-dad2-4076-a9e8-0965172d0d29,4bbf063c-4dff-4082-9f06-4e5cd7704446,4005c5e3-c903-42d5-96a3-70a7478399b3,Erik Kidd,"07292 Kelly Street, Woodbridge, NJ 07624",1658047,1568950,2020-08-11,Normal,Standard transaction.,207940,668103,53015,742,"76077 Adam Field, Piscataway, NJ 07618",4,5.0,4051,1963,Single Family
799abd75-462b-411f-95ba-d289efb6fdba,8c0601ea-637b-4091-be57-783291d5459a,ed99d973-8e51-472d-9d57-43a1342d7f8d,Rachel Hughes,"97251 Lisa Inlet, West Windsor, NJ 08962",1377595,1360297,2022-10-03,Job Relocation,Seller relocated for a new job opportunity in Parkerstad.,146523,550924,121626,645,"7739 Jeffrey Plains, Woodbridge, NJ 07040",3,3.5,3415,1987,Single Family
954142f3-0ef9-43ea-81d9-c6d271f2c71f,ecaf6fb9-99dc-4912-9654-d5ddfd955b9d,9fb169f8-9c46-4155-bc21-f7a01a678c9a,Joshua Brown,"6302 Hancock Causeway, New Brunswick, NJ 07702",1206783,1183346,2021-09-21,Normal,Standard transaction.,129760,183191,82888,621,"857 Donald Run Suite 283, Montgomery, NJ 08389",3,3.5,3380,1992,Multi-Family
23f1714c-eeed-415e-a38a-2291d281d366,ac525f4a-4ac0-4a7f-bc53-1d237c3c3f0d,4a1a3f2d-93ed-4376-baa3-04e7a0575830,Anna Johnson,"2604 Ayers Gardens Suite 933, Princeton, NJ 08188",1562608,1532557,2023-12-31,Normal,Standard transaction.,188088,604936,57405,731,"81665 Anthony Dam, New Brunswick, NJ 07476",5,4.5,4036,1943,Single Family
f80cdd2a-7904-4da8-8423-91dae4aa6cc2,7487553c-aa59-46ea-b5e3-25ee2c869bc8,a9e43040-8620-44d9-92b9-0dbce93cc2b9,Sarah Clark,"8634 Kerr Forest Suite 862, Piscataway, NJ 07146",1781755,1898157,2021-02-01,Normal,Standard transaction.,68591,71571,28993,636,"688 Christopher Passage, Bridgewater, NJ 08198",3,4.5,4383,2015,Single Family
f995ff9e-07e9-435c-b38e-e5cded776827,2d9dd4df-18db-4f9c-a8bd-730f87e40716,2b7eaad2-2334-448e-a5cb-4ae65b0542b0,Amanda Roberts,"8110 Katie Ports, Montgomery, NJ 07952",1530031,1566165,2022-03-24,Normal,Standard transaction.,100778,102928,46069,738,"81879 Jeffery Expressway, Montgomery, NJ 08363",2,4.0,3005,2020,Single Family
92847439-3d54-418a-8c6b-1472b5ef4276,0a1711a3-9b6a-4b5d-8971-caea913f5355,782302b6-5f85-43c3-900e-e0da0a9b6f19,Rodney Horton,"1250 Beard Camp, Franklin Township, NJ 07518",1850457,1739379,2021-09-08,Downsizing,Seller downsizing after retirement/children moved out.,52742,17409,30614,755,"6683 Hudson Turnpike Apt. 639, Hopewell, NJ 08989",5,4.5,6022,2015,Single Family
79a0bcb8-f23f-4d45-8141-c585aa3694ed,e9293b3f-810a-4cd1-a467-56007fa8c4dd,acf89581-82a4-4486-9981-3d4540ee2cfa,Christopher Carpenter,"310 Peter Mission, Hopewell, NJ 08592",1230296,1272194,2021-06-22,Normal,Standard transaction.,66658,117034,46279,805,"270 Cohen Vista Apt. 450, Princeton, NJ 07997",5,4.5,4364,1946,Townhouse
f59f4138-c9bf-4cbe-ac9d-0d197e4857d6,d7f54285-2dfa-4029-846b-3707350e764a,9e7d8264-741d-4f90-b1bd-10e60d142c1f,Cynthia Barker,"65583 Joseph Parkway Suite 632, Princeton, NJ 08248",719229,707301,2021-02-01,Normal,Standard transaction.,125618,125630,67784,629,"90797 Barnes Plaza, Bridgewater, NJ 08729",4,5.0,3149,1954,Single Family
38052eb6-808c-4357-aea0-94dff482d786,bea4b299-184b-4572-a4f2-0e1a46098cbd,73d66d8d-dc47-45d4-b543-ba464a3c05ea,Kathryn Booth,"6312 Evans Landing, Edison, NJ 08616",2023917,1899216,2020-08-15,Divorce,Sale resulting from divorce proceedings.,100024,144356,61361,704,"267 Cook Isle Suite 852, Princeton, NJ 07828",3,4.5,4118,1975,Single Family
aabdc6a9-0ca3-4bbf-a1e7-e57e8f5aea5f,ceff9a19-2f36-4814-8cee-6d8c001fc3e0,ea2de4a0-3512-4901-93bb-4f8ad2f7d6e1,Yesenia Zhang,"71439 Joshua Lodge Apt. 722, Montgomery, NJ 08341",827754,784682,2022-03-18,Normal,Standard transaction.,109675,44330,44597,737,"33648 Pierce Heights Suite 091, Hopewell, NJ 07214",3,3.0,2443,1959,Condo
54983760-ed70-442a-a163-62fe993a08ff,9e9311fb-9d70-4351-a638-817ca3a36c10,d324c8fa-269b-4bef-ac1e-e7e773a41596,Amber Mayo,"83936 Hill Islands Apt. 247, Piscataway, NJ 08659",2093964,2182703,2024-01-23,Normal,Standard transaction.,95755,70717,65968,774,"2967 Brandon Terrace, South Brunswick, NJ 08559",3,4.0,5140,2023,Single Family
37015bf8-4328-4477-bb4c-5269ddfe8b21,fbeeae44-f3fc-439e-b96f-e00942534b55,127ba19f-34d5-48a5-a8ba-d4b442f53b38,Patricia Reilly,"38679 Griffith Expressway, West Windsor, NJ 07353",1614503,1340139,2021-08-18,Bankruptcy/Foreclosure,Sale managed through bankruptcy court or bank foreclosure process.,100280,126537,85399,539,"6706 Jennifer Brook Apt. 558, Hillsborough, NJ 07762",6,5.0,4971,2023,Single Family
95d5013e-a5de-4b14-add5-1ace962ff89c,bf5b3603-1b24-4aad-8868-7a55434d9b12,3bb8681d-9648-48fd-a54f-55d44f3c1901,Chad Carter,"39855 Owens Ridges Apt. 784, Franklin Township, NJ 08415",2205727,2260506,2020-09-12,Normal,Standard transaction.,127426,244337,103992,668,"7246 Diaz Island Suite 494, Lawrenceville, NJ 08726",4,4.0,4975,2022,Single Family
5711aaa7-bda4-46a8-8524-69ec66e6e1d4,ac424729-f845-4847-b2fb-ed7cd8e61343,01c4b470-59d1-466b-8b54-808e483c5aec,Peter Jimenez,"07396 Thomas Lake Suite 409, Montgomery, NJ 07040",2284581,2260607,2020-07-15,Normal,Standard transaction.,510901,2163038,40670,754,"6958 Dougherty Inlet Apt. 203, West Windsor, NJ 08628",3,5.5,4691,2004,Single Family
d744646e-0c96-479a-a5cf-e7233c9d32cb,dfc45576-3cf9-4588-a380-5e03e9ec3126,cb382f66-b231-41cf-88da-d7800f66ef4f,Lisa Strong,"513 Barajas Ridges, Montgomery, NJ 08268",2036013,1976964,2021-03-17,Normal,Standard transaction.,185459,829861,93245,793,"16086 Wendy Drive Suite 617, Hillsborough, NJ 07571",7,4.0,5462,1988,Single Family
d5f0e2a1-651f-43a5-9a5b-3445fbb07ee3,31d00c7f-df4b-49a4-9219-a21579b4816d,3b0dffa9-4b86-4950-b523-9c52c3f1521e,Jesse Brown,"344 Wolf Club, New Brunswick, NJ 08270",1717071,1863392,2024-05-15,Normal,Standard transaction.,149229,495339,57032,599,"0361 Murray Landing Apt. 328, Woodbridge, NJ 07019",5,5.0,4875,1992,Townhouse
cc6c0f8c-cd47-450c-b798-157476053143,b656959a-134b-4b96-a1ad-8a71825242b4,4eeab659-5ea0-45fc-a235-cac76e18bbec,Tim Baldwin,"8588 Sally Cape Apt. 597, West Windsor, NJ 08222",2175762,2324033,2024-06-26,Normal,Standard transaction.,80182,143720,39537,513,"5549 Sandra Station Apt. 703, Edison, NJ 07934",6,4.5,5850,2024,Single Family
88d90aae-6ddb-4c38-848a-f5687ef07c9d,61043064-9a4d-4b58-8a92-c8d133efef3b,9dac2849-97ed-4f31-88d3-72cacbc77d34,Sarah Ferguson,"668 John Mountain Apt. 264, Montgomery, NJ 07293",886242,876021,2025-04-11,Normal,Standard transaction.,46577,66959,28871,526,"92175 Gutierrez Pines Suite 029, Princeton, NJ 08254",6,4.5,3868,1980,Condo
