SaleID,HouseID,BuyerID,SellerFullName,SellerAddress,ListingPrice,SalePrice,SaleDate,SaleCategory,SaleDetails,Buyer_AnnualIncome,Buyer_NetWorth,Buyer_TotalDebt,Buyer_CreditScore,House_Address,House_Bedrooms,House_Bathrooms,House_SquareFootage,House_YearBuilt,House_PropertyType
a4896057-77d2-4d7a-a4d1-39e03cfd8477,472e2756-0199-4fdb-a3d5-8b19c632d411,fc9e6d92-15f3-41af-a918-d4ea35cda6da,Ashley Roberts,"3095 Smith Ferry, New Brunswick, NJ 08738",2442922,2254818,2021-09-30,Estate Sale,Property sold as part of an estate settlement.,102687,375627,56174,648,"4039 Morgan Rapids Suite 495, Princeton, NJ 07298",5,3.5,5726,2020,Single Family
ca5661ed-d049-4f47-b73e-503b8578977e,bca25822-4d2b-409f-a82a-84a0e0505126,313742bb-c964-4ad6-b54c-329ca8cd62c5,Jason Miller,"410 Brian Lights Apt. 892, Woodbridge, NJ 07134",1570760,1472858,2023-01-06,Normal,Standard transaction.,56284,92228,35859,515,"255 Eugene Circles, Lawrenceville, NJ 07357",5,6.0,5191,2007,Townhouse
b4a62dd4-3699-458a-9171-a6ef4d09879f,ff5f1650-22e0-4652-b5d3-e0c5aef66064,6b739568-67ec-436b-8854-9fee4bfc6d6b,Kayla Rodriguez,"9070 Lisa Plaza, South Brunswick, NJ 07003",4000000,3941945,2021-01-08,Normal,Standard transaction.,1400266,11212511,625862,727,"379 Jon Mews Suite 664, Franklin Township, NJ 08446",3,4.5,4696,2020,Single Family
9246da88-ef18-473e-9088-6db9421b605d,16492abc-39e2-45ad-b881-c16bbe15b786,7fc3a4ad-4c6e-4415-ab25-7d5b7badf0bc,Patricia Hardy,"7581 Joyce Summit Suite 786, West Windsor, NJ 08353",1269533,1209160,2022-08-13,Downsizing,Seller downsizing after retirement/children moved out.,119055,218527,56291,750,"01523 Alicia Dam, Montgomery, NJ 08549",4,5.5,4099,1959,Single Family
ddb7e1d0-6b41-42f3-8d77-fb1363bc7413,845d077d-8711-4ef4-9e38-5c49dad8cb86,5c3e78d5-ea7f-44c8-bad5-11ec4a044f27,Debra Dickson,"866 Matthew Field, Princeton, NJ 08951",1744384,1667184,2021-11-30,Normal,Standard transaction.,233093,539069,82230,747,"945 Annette Stravenue, Hopewell, NJ 07859",4,4.5,4404,1956,Single Family
02d7b21c-bb8a-4abe-8dc2-cfa16d01314e,956754a0-ef13-4689-bba7-3161b7d3be18,6c98868a-52dd-4843-a372-a36fd7d6dc3f,Matthew Smith,"03106 Timothy Valleys, Princeton, NJ 07543",1416193,1297540,2020-07-18,Bankruptcy/Foreclosure,Sale managed through bankruptcy court or bank foreclosure process.,265049,757790,41714,850,"76693 Eric Stravenue Apt. 985, New Brunswick, NJ 07691",2,3.5,3342,1968,Single Family
4a94aecd-371e-46eb-bf48-e2aad08b301d,e13cf4b9-0e5c-4df2-b897-dda5c5a4ca33,6a836dd3-c558-4503-94b0-73ddac50d7c5,Stephanie Velazquez MD,"3249 Hill Port Apt. 068, Piscataway, NJ 08915",2111415,2022169,2020-10-14,Normal,Standard transaction.,264710,841215,135757,850,"432 Pena Lights, New Brunswick, NJ 08252",6,5.5,4715,1981,Single Family
7bc8ddf3-7f24-42b4-8b44-4857b4a8f915,7d8c0707-830f-49f1-940c-c0502cc91366,0baaae95-e5d7-41fa-8586-3046e5cead2a,Joseph Davis,"288 Carter Crossroad Apt. 784, Franklin Township, NJ 07521",1418689,1491386,2023-03-30,Upsizing,Seller buying a larger home for growing family.,109053,129701,99869,559,"195 Shannon Isle, Hillsborough, NJ 08144",6,6.0,6021,2005,Condo
8cb52cd8-918e-47e7-8311-1d5cff9b1f88,a95954fc-a697-44f6-ba83-65cd00fc8944,4e4bea79-fed4-471b-bac6-529efeb6a55e,Gail Mcconnell,"360 Hailey Vista Apt. 695, East Brunswick, NJ 08335",1691991,1679723,2023-03-02,Normal,Standard transaction.,138357,216655,61793,714,"8016 Brian Motorway, Princeton, NJ 08392",3,4.5,4487,1940,Single Family
89b42c57-4949-4bd8-b79a-2c9cb49e4469,64a576c0-4402-4f94-bb89-a4ddc1691ec0,aec13658-df5a-4654-a651-69c0564a68b5,Sean Cain,"5572 Smith Locks, Princeton, NJ 08139",3372032,3418330,2022-05-02,Downsizing,Seller downsizing after retirement/children moved out.,1472935,456880,736842,804,"12640 Lowe Turnpike, New Brunswick, NJ 07031",7,6.0,6171,2010,Condo
bc0287d4-6ef5-418e-afd4-e62335dc5250,83567311-42c4-4954-bcde-21a18d1edd4b,7bd2e306-d02f-43dd-9e72-c28637beffe7,Jacqueline Jackson,"05037 Allen Estate Apt. 295, Montgomery, NJ 08006",1999876,2284604,2023-05-17,Upsizing,Seller buying a larger home for growing family.,174751,1129549,67461,784,"259 Olson Court Apt. 230, New Brunswick, NJ 08839",6,5.5,5905,2020,Multi-Family
3487a205-bcdb-4ed2-9ada-f618102950ae,f37b1d93-89bd-4f4a-8e6d-ee62cdbd0c68,410aa98e-69d3-4eff-96f2-e52d20979d29,Jason Lewis,"7965 Jordan Club Apt. 610, Princeton, NJ 08079",2513169,2398222,2021-06-25,Normal,Standard transaction.,517260,1474328,182266,315,"76663 Wells Springs, Hillsborough, NJ 08164",4,5.5,3714,1970,Single Family
656e3650-e781-4715-aa5a-14a47fd8b466,51757de7-075a-4718-80e4-1988b8afa6b4,cd50efe5-6070-4969-9aaf-b92364bafbe4,Tammy Cooper,"95289 Williams View, Hopewell, NJ 07313",1209453,1164033,2025-02-08,Job Relocation,Seller relocated for a new job opportunity in Robertfurt.,127800,128659,58931,659,"1269 Kristen Wall, Edison, NJ 07018",5,3.5,4124,2013,Townhouse
b561ed73-bd1e-48bf-a4c6-41832755649b,9184b379-7f36-49f7-b093-56a9ae11760e,2293d831-46be-4112-b53b-f1e6ba1da66b,Timothy Gonzalez,"9024 Burke Gardens Suite 559, East Brunswick, NJ 07008",1643529,1688947,2022-01-22,Upsizing,Seller buying a larger home for growing family.,146703,522643,90104,718,"366 Tammy Cove Suite 967, Piscataway, NJ 07508",6,6.0,5669,2020,Single Family
57aa1515-9c18-4d13-b215-6839f392fd8b,ae7e29ed-6497-47d8-b84d-cb0e1b21ff1b,5ea9fa34-bcda-4ae6-aafc-fa041ea8b685,Alyssa Dixon,"14027 Zachary Forge, Bridgewater, NJ 07130",1807572,1883907,2022-06-20,Normal,Standard transaction.,159652,665340,59410,767,"8182 Bowman Junction Apt. 138, Montgomery, NJ 08585",5,4.0,4350,2013,Single Family
3e1c8c7d-cf49-49bb-8a54-3a873b508e98,b7cdbce5-b493-4455-9ead-b6c209f2fb8e,cb243943-8a10-44e0-98cf-b723b559bade,Sheryl Lyons DVM,"0511 Kelly Stravenue Apt. 339, Montgomery, NJ 08846",982408,877332,2021-10-20,Divorce,Sale resulting from divorce proceedings.,105086,341230,218692,622,"823 Joanna Squares Apt. 380, New Brunswick, NJ 08322",2,4.0,2407,1955,Single Family
c8a57aaa-01cd-43a9-afc5-c32fd5dd6c70,be67dcdd-262d-4885-b302-3001a4be8b8e,254193fe-924f-4cc6-87d6-ebcd87ea48aa,Crystal Shea,"90247 Matthew Mountains, Hillsborough, NJ 08936",3926442,3703776,2021-05-13,Normal,Standard transaction.,1322649,9433532,590650,772,"109 Clements Islands Apt. 707, Princeton, NJ 07153",7,5.5,5676,2020,Single Family
2132e5e6-2e93-4549-b9e0-ad53af656c0d,214cfad4-9511-4007-92c7-f4f385fe57b8,df6decac-a57d-4c02-80d7-4bfd97529958,Charlene Reynolds MD,"2652 Nancy Flat Suite 598, South Brunswick, NJ 07045",978361,997798,2021-05-02,Normal,Standard transaction.,113821,323636,69371,813,"372 David Freeway Suite 331, West Windsor, NJ 07364",3,4.5,3395,1977,Single Family
388507fc-9b15-4585-82cc-1ece81745a25,ca7db4ce-5e99-4c07-8881-94d78515f64a,1a3ca8bb-c296-4221-81c2-b434184af4f8,Karen Arellano,"7362 Robert Shoal, Hopewell, NJ 07144",1539854,1520515,2025-01-18,Normal,Standard transaction.,66441,37155,58035,711,"4120 Lawrence Corner Apt. 632, Piscataway, NJ 08029",3,3.5,4086,2002,Single Family
04c09440-2080-482f-8cf3-68f4e435c159,966a3d46-1d9f-4d79-b286-b44786773722,5beb47e2-e75b-48ff-a7ab-0b039916d60b,Teresa Hernandez,"3349 Martinez Terrace Suite 551, Piscataway, NJ 08538",840362,816261,2021-12-26,Divorce,Sale resulting from divorce proceedings.,193319,1269616,77944,706,"47726 Hooper Spur, South Brunswick, NJ 08728",6,4.5,4208,1966,Condo
7818dfff-068b-43f0-bacb-dc3c39fbbde0,1d6584cf-f618-4a00-badd-70f7f4d04077,2fa48aa9-ed99-45bd-b7e0-833a8a0154fd,Dr. Cynthia Carroll,"57859 Dakota Spring Suite 267, West Windsor, NJ 07530",946746,951147,2020-08-11,Normal,Standard transaction.,46457,62493,30244,599,"982 Ashley Points Apt. 923, Hopewell, NJ 07484",6,2.5,4544,2010,Single Family
7a28ce5f-75b8-4732-a758-9fd7c631dafa,eafb78d7-9bc7-42ff-a222-046b1c87ba70,b39d5bc3-e6c7-4b71-8501-ec0d532d46d9,Brandon White,"5900 Snyder Brooks Suite 577, Edison, NJ 08433",801787,834220,2024-04-14,Normal,Standard transaction.,140314,280052,44008,690,"6939 Ramsey Square Apt. 282, Hillsborough, NJ 08519",4,3.0,2711,1998,Single Family
228d7bc7-9ab5-4937-ae99-fca83c6a940f,ada990dd-3ac2-4d2f-9b5e-74a9d8514ca8,04d31120-fc44-47e8-a972-dbdefd416643,James Mccann,"6648 Mitchell Unions, Franklin Township, NJ 07364",1332601,1200177,2024-08-03,Estate Sale,Property sold as part of an estate settlement.,87569,144539,61636,572,"1660 Alexis Course, West Windsor, NJ 07039",2,3.0,3426,1969,Single Family
512a8719-8fbc-43fb-8506-d5a4112f1646,f9d0f19f-5923-45fc-960a-d033eea725b9,d5835854-cf7f-461f-8130-89a55c5508a0,James Davidson,"8182 Jessica Park, Franklin Township, NJ 08315",692758,604441,2023-04-06,Job Loss,Forced sale due to unexpected job loss and financial hardship.,118492,179920,74275,695,"116 Mason Flat, Montgomery, NJ 08812",5,5.0,3707,2014,Townhouse
009487a6-1f29-4297-b38a-0234cc1257e4,58465761-10a9-4f1f-8a0b-48059d9230a5,77208ce3-7f34-4778-8094-65f57bd8f11d,Lauren Miller,"75858 Mary Greens Apt. 326, Piscataway, NJ 08113",1982037,1861330,2021-12-23,Job Loss,Forced sale due to unexpected job loss and financial hardship.,101113,370531,65687,619,"3215 Reese Ridges, Franklin Township, NJ 08791",3,3.5,5056,2013,Single Family
77938611-f9fa-4e2f-87bf-970bb95b6009,c38d5d59-2aff-43db-84f3-067ad82a919b,ab2bd473-6c45-4c83-8dd6-417ba11d8469,Jaime Jones,"232 Theresa Field Suite 562, Bridgewater, NJ 07687",934473,871636,2023-09-13,Normal,Standard transaction.,148888,128512,256055,662,"01862 Amy Fields, New Brunswick, NJ 07711",5,5.0,4746,1997,Townhouse
84badb8a-0258-4eac-8aa8-dd27b64c0f77,3217ad0a-4bd8-4e84-a70e-d762d4ba1093,4aace375-2a51-461d-ac9a-de652a8986d8,Sandra Snyder,"8970 Martinez Ports Apt. 114, Hopewell, NJ 07153",813489,764001,2021-10-04,Divorce,Sale resulting from divorce proceedings.,133295,247938,79827,628,"890 Ryan Landing Suite 399, East Brunswick, NJ 07858",6,3.0,2507,2020,Single Family
a15053a0-2a58-4f22-a076-c44d60a7dca2,6f87d9ae-cd95-4202-acd3-fbd9f7149aa4,796fe8fd-c72c-4d0e-9f57-8bddc429576f,Katrina Clay,"7402 Dave Vista Apt. 483, Hopewell, NJ 08731",1789183,1848021,2023-04-09,Normal,Standard transaction.,127555,138212,85218,791,"60082 Brian Motorway Apt. 332, Edison, NJ 08260",4,5.0,4988,1971,Single Family
193a2124-4f83-4b86-8a81-9235a7057182,c714c3c8-8bb3-4a18-a417-86fcbf1e5f70,c4e3b224-8329-4bb0-a394-706ecf759c52,Vanessa Hall,"2581 Laura Walks Apt. 337, Bridgewater, NJ 07074",2460879,2588271,2025-03-21,Normal,Standard transaction.,1177750,473949,651494,667,"4716 Zachary Oval, Hopewell, NJ 08934",5,4.5,3181,1987,Townhouse
5b860039-ea85-4fdf-80d8-d83aef582228,5d6153b4-f38b-4cdb-b2b8-c6b390579c5c,2790b205-89f5-4e0a-aee4-52eddad7de76,Timothy Sampson,"614 Lynn Courts, West Windsor, NJ 08844",1085982,1039567,2022-08-15,Normal,Standard transaction.,108197,346526,48605,649,"862 Serrano Fort, Bridgewater, NJ 08642",2,3.0,3464,1980,Single Family
8b427950-c737-4258-af34-d9d83595f51c,c9931276-8146-4258-b8e3-a7a9732f8353,445c5ba8-5a11-4fa8-9d2d-9556bbce8f6e,Emily Bowen,"6991 Morgan Hills, Piscataway, NJ 07039",1168603,1229865,2021-09-05,Upsizing,Seller buying a larger home for growing family.,140809,335660,80080,759,"9079 Patrick Village, Lawrenceville, NJ 08073",5,5.0,4030,2025,Townhouse
792d5519-ca6f-405c-b2b5-972cc624753a,70b33632-a2ee-4d51-89da-d8bd4b0263c9,44690330-c10d-40c8-8b61-d6ec9b044572,Dorothy Harrison,"58703 Scott Points Suite 552, Montgomery, NJ 07336",1367628,1299681,2023-11-21,Downsizing,Seller downsizing after retirement/children moved out.,274350,1366824,88452,810,"865 Garrett Key Suite 381, Plainsboro, NJ 07466",2,4.0,3280,1959,Single Family
6867a3ec-81b5-4a0a-9e05-56852e7ca004,474066c6-fd37-4bcf-8a86-ff66fdf4096e,dede73f4-46de-4965-baba-8b3624d6e891,Carrie Holland,"62390 Renee Turnpike Apt. 371, Franklin Township, NJ 07020",2636993,2768660,2022-08-24,Normal,Standard transaction.,1230227,3207147,178801,798,"14211 Madison Overpass, Hillsborough, NJ 07751",3,4.5,3472,1962,Single Family
