BuyerID,FullName,Address,SSN,PhoneNumber,Email,IncomeBracket,AnnualIncome,NetWorth,TotalDebt,CreditScore,DesiredPriceRange_Min,DesiredPriceRange_Max,PreApprovedAmount
a2dd0547-58fb-42ec-8aff-7b0e8004c968,Amy Hill,"731 Jackson Inlet Apt. 944, Montgomery, NJ 08439",079-61-8201,9588236024,yhicks@example.org,High,253379,1648658,112631,751,954809.0,1773217.0,1540789
358ab29e-b9b7-4015-aa4d-b429cbc8c906,Shelly Phillips,"27350 Hernandez Lake, Princeton, NJ 08480",345-48-2634,001-249-589-5328,jay53@example.org,Medium,97639,246969,44831,530,450000.0,450000.0,456705
da099e5f-b57e-46e3-a91a-476a7644dbd6,John Lopez,"3373 Roberts Ville Suite 608, Hopewell, NJ 07276",577-38-1681,5342648561,wreese@example.org,Medium,88138,253863,41699,701,450000.0,534424.0,672150
250e466a-954d-4f14-b389-0601ffbe32d0,Stephanie Lynch,"53975 Moran Prairie, Lawrenceville, NJ 07466",272-07-8608,(659)668-1800,jenkinsricardo@example.net,Medium,91607,283022,44443,695,450000.0,625989.0,721997
9c3d6df9-1911-4e61-b395-098b9619ea5a,Natasha Gonzalez,"503 Garcia Place, East Brunswick, NJ 08572",299-77-9987,659-636-3471,heatherdavis@example.com,Very High,990381,4658264,111965,849,2216511.0,4116378.0,6000000
fee28ca9-386a-4f0e-9596-f9da926391dd,Vickie Hunter,"7146 Hale Tunnel, New Brunswick, NJ 07787",839-80-4489,(900)789-8623x785,brooke58@example.org,Medium,149425,535855,80513,575,450000.0,689374.0,830121
fc427713-232b-47d0-97d7-3af14a68ac29,Christopher Stokes,"898 Williams Way, Lawrenceville, NJ 08584",509-37-1145,+1-554-406-5309x361,dylan25@example.org,High,280659,856503,127154,709,660197.0,1226081.0,1929896
494b4f6a-1c88-48a0-a30e-4c2fee120927,Courtney Brown,"50796 Eric Cliffs, Montgomery, NJ 07436",553-62-8625,(736)611-5648,framos@example.net,Medium,124756,223401,36678,733,450000.0,536027.0,812240
93aabb9f-9f30-4c03-addf-f3e2046d1a75,Walter Thornton,"60731 Mary Forks, New Brunswick, NJ 07507",885-90-3266,613-956-9137,sherifields@example.net,High,182465,696334,110475,759,699705.0,1299453.0,1102123
09d9a707-a0d3-4ea2-bda2-96380d55a391,Debra Kelly,"2965 Young View Suite 377, Hillsborough, NJ 07793",538-98-9733,537.959.4862,ihenderson@example.org,Medium,146671,291407,77608,770,619890.0,1151224.0,1040855
0d5e7762-b23e-4487-a882-6e4a9f9a1fa1,Christine Allison,"4729 Wesley Ridge Apt. 508, Hillsborough, NJ 07025",543-66-4236,721-206-5302x599,debra06@example.net,Very High,1366413,10150398,511542,778,4000000.0,4400000.0,6000000
2698f54a-efd6-413a-bf80-4345f35fe5e9,Cameron Rivera,"88141 Castro Tunnel, South Brunswick, NJ 08908",012-70-3102,381-644-5050,peterrodriguez@example.com,Low,74728,95945,59028,499,450000.0,450000.0,334373
6e02ce87-2e79-46d5-830e-883dcc7d1590,Maureen Perez,"487 Bush Highway Suite 865, Plainsboro, NJ 08732",609-57-2464,+1-638-928-9959x14593,markhughes@example.org,Medium,137504,272769,69887,674,521053.0,967671.0,903071
3958295c-89ce-4a9d-80b0-e2bf8c2f4094,Brittany Little,"2756 Kevin Center, New Brunswick, NJ 08070",409-41-0943,(844)737-8127x66346,destiny42@example.com,High,185388,374298,65794,722,679631.0,1262173.0,1194924
23c4acb5-d238-4d9d-a9ac-694654f2483b,Gregory Brown,"510 Michele Hollow Suite 915, Bridgewater, NJ 08095",596-68-3292,596.701.5323,churchlindsey@example.com,Medium,134475,561844,51212,732,586721.0,1089625.0,1290268
9a01faa7-c17a-4e77-a9ea-125feee19d19,Amy Smith,"6390 Hickman Ports, Woodbridge, NJ 07521",327-34-4985,001-415-996-6432x409,arthurcardenas@example.org,Medium,118683,444876,66055,663,450000.0,688017.0,715189
4bedfd1b-3f81-4b67-986a-8a588cc4e68f,Christopher Hardin,"0410 Matthew Mountains, Plainsboro, NJ 07502",797-42-2175,(474)775-5940x8072,reneeclark@example.com,High,169090,472511,78347,771,752123.0,1396800.0,1179089
905a5d46-b74b-4b30-8c83-1fe96e836240,Lindsey George,"5039 Morales Pike, West Windsor, NJ 08514",583-24-6830,7053482142,imeyers@example.org,Medium,118196,94216,43855,690,470909.0,874547.0,685039
d18ee8b3-e146-4582-8878-bad7b10d4a2a,Hannah Malone,"9359 Angela Stream, Franklin Township, NJ 08224",578-16-5588,(384)491-2400,npowell@example.com,Medium,149471,569879,97194,796,678525.0,1260118.0,997468
f4ac4d1d-fea3-4c9c-9807-fa9d0d20fde4,Melissa Lowe,"25718 Oconnell Gardens Apt. 069, Montgomery, NJ 07593",578-81-3829,(706)913-6885x37065,ggilbert@example.com,High,291253,972459,20265,694,1413200.0,2624514.0,2197668
cea4acdd-499f-49c1-8837-90cc25099197,Denise Dunn,"97577 Washington Glens Apt. 474, Lawrenceville, NJ 07603",339-69-3431,4632885242,mhill@example.net,Medium,92401,93260,45956,576,450000.0,450000.0,545391
11f25d28-ba2c-4de3-b480-2e4584d8a79d,Christina Smith,"44004 Marc Terrace, East Brunswick, NJ 07587",527-34-6047,(494)924-7397x79685,joshua55@example.net,High,274062,790394,68284,729,1177694.0,2187147.0,1632223
8ec179af-86fd-46cc-95b6-80506cd0ea40,Jacob Baxter,"73504 Kayla Neck, New Brunswick, NJ 08479",801-78-4453,795-738-5940x45468,cherylmacdonald@example.org,High,287428,1395810,67648,678,908467.0,1687153.0,1609836
2e37f4c7-a948-40ae-b3d0-85c5a938df59,Tina Khan,"14507 King Wells Suite 848, Woodbridge, NJ 08709",275-03-0264,+1-443-567-5801x745,monicamoore@example.com,High,213682,1012317,109651,742,670537.0,1245283.0,1653033
57c58f4f-a284-475a-8722-56a59447bb3c,Nicole Kelly,"701 Holmes Radial, Lawrenceville, NJ 07217",498-26-2690,325.242.7104x264,james77@example.com,Medium,98544,170658,76381,590,472706.0,877883.0,483566
2388b8ee-d766-4e85-b532-8832fcad12bb,Erin Scott,"35421 West Lodge Apt. 149, Montgomery, NJ 07344",273-68-5189,(939)423-1707,deannabennett@example.net,Medium,103820,256735,36949,734,450000.0,616852.0,769047
48998cef-e10e-4a4a-8c7f-ec7e6c3573ea,Eric Harris,"23883 Schmidt Street Apt. 800, Hillsborough, NJ 08311",371-90-9849,+1-552-713-5407x753,xharper@example.org,Medium,97766,173936,34581,741,450000.0,466596.0,792973
bb8a635c-aa49-492a-9995-f285a5ea47d1,Miss Shannon Briggs,"898 Conway Mountains Apt. 863, Montgomery, NJ 07625",113-80-7294,001-364-813-2805x3855,kevindavis@example.net,Medium,128592,462535,85243,498,450000.0,612661.0,696702
09c341ba-b82b-46d6-8aa8-c3a0b397bcb2,Jason Klein,"5610 Molly Extension Suite 380, Princeton, NJ 08866",395-29-8596,+1-414-413-1572x10506,thomas31@example.net,Very High,1210774,8902205,304913,761,4000000.0,4400000.0,6000000
652f9cad-a06c-4bd4-8702-7fefeb1a9b9b,Sharon Ramos,"661 Parks Spur Suite 602, New Brunswick, NJ 08738",323-01-6930,(353)873-3298,devans@example.com,Medium,87270,123655,69576,704,450000.0,566636.0,523749
c36db80b-1b98-4972-906f-edaaf7c10cce,Susan Jones,"5972 Lyons Mall, Piscataway, NJ 08360",476-95-8030,001-701-273-8110x0090,grichard@example.com,Very High,1203403,3634254,513023,841,3841931.0,4400000.0,6000000
373aa083-0d80-4f83-b79e-4feecebda791,Ian Parker,"311 Todd Crossroad, Princeton, NJ 07401",386-53-6987,720-487-5234,longfrederick@example.org,High,237288,989765,119236,769,619419.0,1150350.0,1799622
2af80c66-1723-4e4a-80d6-859911c4a519,James King,"3787 Jesus Orchard, Princeton, NJ 07507",311-80-0603,(376)733-9927,imcintyre@example.net,High,161705,50851,38327,710,657093.0,1220316.0,1173744
51257022-aa82-42a0-9a6d-a037330528cc,Timothy Campbell,"6786 Erickson Cape Suite 260, Montgomery, NJ 08594",834-07-4861,(853)985-0252x938,pflores@example.net,Medium,148942,138815,55699,596,452449.0,840263.0,795610
966b744e-057c-43ac-b235-a8d19e8a5184,Janice Oliver,"6503 Norman Course, New Brunswick, NJ 07974",480-49-4386,474.690.1422,princesarah@example.net,Very High,783055,7361165,14343,772,2814615.0,4400000.0,5945046
189800b8-8d61-44b0-b6f4-66f1d5579b91,Yvonne Ayers,"710 Noah Island Suite 814, Hillsborough, NJ 08760",193-71-3563,+1-912-773-5382x9759,davidthomas@example.com,High,182120,788864,32375,738,574837.0,1067554.0,1277461
5332f9db-6e39-4b8a-b6f5-afe2cb391e49,Joshua Pena,"6373 Melissa Mews Suite 137, Bridgewater, NJ 07858",746-97-2480,578-629-4701x396,ejohnson@example.org,High,227707,1341857,80791,728,527210.0,979105.0,1692711
180f713d-9a63-47ad-8e7e-96007eabea15,Lindsey Thomas,"361 Dawn Grove, Hillsborough, NJ 08744",052-49-5617,001-405-318-9809x3001,herreraandrew@example.net,Low,41179,57719,31968,706,450000.0,450000.0,234205
5f34d6da-8b72-4c5b-9bfe-c52de011cde9,Sandra Garcia,"7229 Jacob Streets Apt. 935, Lawrenceville, NJ 07855",417-50-9626,657.822.6826x2428,kkirk@example.org,High,164173,963192,35738,701,739514.0,1373383.0,1161921
3e10fc76-de06-483d-83de-6904f5366d0a,Lee Barrera,"95868 Williams Cape, Bridgewater, NJ 08598",607-76-0049,+1-226-984-0322,caitlynmoyer@example.com,Very High,943679,2357417,314931,808,3735039.0,4400000.0,6000000
213c444c-d645-4cbd-8772-835ffcab385e,Elizabeth Flowers,"183 Beth Centers, Montgomery, NJ 07922",168-71-7358,985-365-1239,idavis@example.com,Very High,724833,272262,481350,708,1618254.0,3005329.0,5525661
1a956f76-28b7-4259-98d0-9b83800a4cec,Christopher Rivera,"80407 April Curve Suite 887, South Brunswick, NJ 07149",698-20-4854,+1-792-831-0871x56342,rwilliams@example.com,Very High,702092,2177584,128174,753,2112224.0,3922701.0,6000000
a98d59e5-7fdc-4a79-8e4e-8deb35e437f9,Daniel Turner,"523 Janice Forges, Lawrenceville, NJ 08985",834-04-8570,001-630-215-2299x31537,ypowell@example.net,Medium,108181,142111,78026,559,450000.0,507152.0,720730
12585383-d971-4433-9184-7088508ae61e,Donna Allen,"6898 Murphy Terrace, South Brunswick, NJ 07055",449-60-2518,001-219-517-9712x451,jpatel@example.net,Medium,130608,481129,56427,665,601456.0,1116990.0,976834
b2413d66-3de2-4f3c-8cd4-444224868a7b,Peter David,"3104 Stevens Streets, West Windsor, NJ 07435",312-16-8085,(248)425-6743x947,ericpacheco@example.org,High,266144,903089,68371,658,909149.0,1688420.0,1972315
5ee39985-8484-4525-bf38-f381ce91017b,Aaron Miller,"7928 Macdonald Meadow, Lawrenceville, NJ 07877",277-43-5893,382-521-4405x204,michaelbarnett@example.com,Medium,93476,369270,59048,668,450000.0,607456.0,709043
2bf1f2a0-58cd-4805-8639-6c9de0156f1f,David Jones,"33373 Cody Drive Suite 856, East Brunswick, NJ 07306",308-53-4275,5574142360,aprilarnold@example.net,Medium,128400,418473,52186,767,450000.0,776908.0,841813
0a974fc9-85f3-499d-a68b-fc0e60152832,Jose Huff,"76404 Baker Flat Apt. 231, Princeton, NJ 07228",534-70-8560,+1-415-385-6135x26729,ylane@example.net,High,259449,1510375,102786,722,672439.0,1248816.0,2730706
df5918c1-962d-4a77-ba94-da0c209dd22a,Wendy Luna,"5463 Ramos Ranch Suite 197, Lawrenceville, NJ 08456",402-95-2815,001-761-590-2195x4303,ladams@example.com,Medium,131600,262444,48433,798,472596.0,877678.0,1173346
2a57bae4-11f0-403d-ad15-4468db51a81c,Barbara Williams,"56209 Ryan Forks, Woodbridge, NJ 08619",501-76-3193,(865)472-4591x757,oconnelldennis@example.org,High,230743,105894,131021,836,602325.0,1118604.0,1960401
0f3d7d9c-4fba-4a3b-9b2e-16b8970ba622,Matthew Gomez,"672 Miguel Stream Suite 691, Hopewell, NJ 08694",164-51-6239,+1-670-440-7135x4476,ymiller@example.net,Medium,110562,113268,90695,670,450000.0,786870.0,612291
9fb4a601-fdbe-49eb-b59e-336a64179aad,Gary Sexton,"4845 Melissa Skyway Suite 010, Franklin Township, NJ 08148",843-13-4742,(482)235-2025,jonesandrew@example.com,Medium,103446,148672,28900,680,504576.0,937070.0,791235
0d11e563-d80a-48dc-96e9-3b877d4d5a90,Kelly Stewart,"4390 Campos Ramp, West Windsor, NJ 08695",648-34-2461,406.604.1508,whitekaren@example.org,Low,75549,163084,73400,787,450000.0,630980.0,500430
b0624d97-33b8-40a4-ace3-01ec956abf8a,Theresa Thomas,"929 Knapp Field Suite 646, Franklin Township, NJ 08513",677-87-5648,245-830-4893x836,ellisonkathleen@example.com,Medium,87841,166593,51884,725,450000.0,762175.0,601139
7c444152-579d-480e-9fbf-b2e4c5c5f1c8,Heather Johnson,"1350 Clark Spur Suite 266, Montgomery, NJ 08220",073-09-5964,(905)571-1599,joshuaweber@example.net,High,202278,532017,46843,720,718628.0,1334595.0,1531615
fd43d492-003e-4a97-9124-adc94773868f,Benjamin Collins,"031 James Plains Suite 784, Piscataway, NJ 08361",707-20-1561,914.504.0605,martinezrobert@example.net,Low,64891,91838,32826,590,450000.0,450000.0,441325
6e4d1cf6-e431-417d-ac75-a61946cc1d18,John Mcguire,"42178 Belinda Walk, Woodbridge, NJ 08623",046-04-7753,001-921-866-4680x833,twilkinson@example.org,Medium,81634,158605,47104,772,450000.0,667558.0,600755
7f57253d-566e-4461-b9ff-35516c85cec5,Amanda Ibarra,"918 Miguel Corner, Franklin Township, NJ 07281",615-57-6152,+1-999-513-0630x1447,nathan91@example.com,High,189697,648364,68240,766,891866.0,1656323.0,1513364
0e1837fa-9e64-4206-8276-aa9bca33280e,Richard Foster,"4054 Golden Locks, Bridgewater, NJ 07348",575-31-3456,+1-767-366-2238x031,williamsnathaniel@example.net,High,252115,1720327,124571,745,770130.0,1430241.0,1966359
7f4d2116-0cce-4b1a-8501-f76bde92c974,Curtis Reeves,"945 Johnson Passage Suite 228, Princeton, NJ 08046",017-01-7928,+1-841-502-8015x128,msexton@example.org,High,267375,1250617,107353,688,1210259.0,2247625.0,1751637
6a9a066c-a37c-4ecf-b8d8-1b9e21ed7600,Mr. Michael Greene DVM,"66599 Christina Circle Apt. 329, Woodbridge, NJ 08935",719-11-9468,+1-319-662-5281x780,nclark@example.net,Medium,137178,520952,74883,618,535651.0,994780.0,990051
9ead646c-6afd-46f3-9707-bdfce632b220,Lauren Taylor,"57496 Diaz Streets Apt. 487, Bridgewater, NJ 07523",510-85-7100,001-533-462-2226,angeladelacruz@example.com,High,279339,1721628,114693,734,1355058.0,2516537.0,1781251
e4a8abda-78e5-4e1a-b98e-3dd8d0ee924b,Paul Owens,"715 Timothy Pass, West Windsor, NJ 07545",299-39-2859,001-463-374-6690x04217,christopher91@example.com,Medium,103536,220028,41984,704,450000.0,524069.0,592105
5269aba9-f06e-42eb-8d18-0d9d04ca41bf,Mr. Billy Robbins II,"9813 Tanya Land Apt. 244, Bridgewater, NJ 07898",643-86-6743,798.877.2032x9965,dudleybilly@example.org,Medium,96590,216421,63055,604,450000.0,708832.0,569971
5cb4438b-5852-49d9-b7ec-2ea97eeefffb,Sarah Dunn,"04016 Marcus Light Apt. 254, Princeton, NJ 07859",026-14-5697,374.681.0967,whitney22@example.com,Medium,130601,76532,60851,563,497875.0,924625.0,749310
9a2469b4-650a-4c06-9335-66d140fe27f9,Paul Johnson,"5285 Dana Union, Bridgewater, NJ 08786",845-76-3996,571-662-1460x53071,vrichardson@example.com,Medium,146716,554509,109746,638,701073.0,1301994.0,806349
c6958bfd-1c14-4ef4-8a9a-e5cf01d1ee27,Melanie Perez DVM,"632 Moyer Well Apt. 488, Piscataway, NJ 07234",489-04-1261,(478)437-7933,neil10@example.com,Very High,849731,7197844,336967,787,4000000.0,4400000.0,6000000
39a276fe-1270-4dd1-8ca0-2c839e87c965,Jennifer Fox,"4550 Leach Brook, Bridgewater, NJ 07330",584-16-3123,001-230-290-1236x419,james84@example.org,Medium,93848,254311,64843,614,450000.0,681195.0,603702
7c701641-7404-4889-ade1-87224a644708,Rachel Wallace,"58606 Angela Branch Apt. 478, South Brunswick, NJ 07091",587-62-7600,001-278-643-7654x4451,ashley92@example.org,High,182517,34268,58103,689,631893.0,1173517.0,1286880
f0adb50f-cd84-46a6-983a-95c828f8035c,Lisa Perkins,"221 James Mountains Apt. 828, Bridgewater, NJ 07611",861-01-8612,+1-837-688-2322,meagan01@example.org,High,293875,1910575,120480,814,808759.0,1501981.0,2528852
b759870e-0522-4b14-8611-d5e6d582f94c,Brittany Flores,"5360 Mark Views Suite 937, Hopewell, NJ 07047",729-42-4248,3686087896,rebekahchavez@example.org,Medium,81783,320814,43218,726,450000.0,595758.0,600953
60876d36-e5b0-4f26-80a1-c8f218d16795,Nicholas Smith,"0283 Ashley Union, Plainsboro, NJ 07633",335-32-5712,253.921.3014x089,elizabeth64@example.org,Low,56999,22379,53870,779,450000.0,476011.0,676666
d611a3fb-d18c-45b5-9c7d-649711a97f6b,Peter Green,"84898 Davis Run Apt. 892, Montgomery, NJ 08537",579-23-6667,001-618-994-3926x57685,hernandezjoshua@example.org,Medium,126818,284811,79887,609,450000.0,671236.0,750969
a90744f4-324b-46ea-a9d6-4b576b5f9a18,Taylor Carter,"3296 Williams Trail, Lawrenceville, NJ 08499",866-74-5842,+1-507-724-9160x9659,garciawilliam@example.net,Medium,115542,234287,48996,663,450000.0,534890.0,696158
c472b92a-287e-40a7-b41b-e0721b8ca070,Meghan Bryant,"56260 Wise Shoals Suite 274, Woodbridge, NJ 08107",394-86-5164,9357262078,fisherjose@example.org,High,224668,853943,53292,799,981612.0,1822994.0,1978927
bbb14211-3ae6-4351-9797-d01a98a5a537,Emily Clark,"70241 Devin Valley Suite 504, Piscataway, NJ 07757",290-66-1798,(818)826-5354x7319,theresa52@example.net,Medium,131491,246447,83450,624,607589.0,1128381.0,719883
4a401641-cee1-45c0-9a8f-59eda82cffd1,Daniel Smith,"4255 Jody Estate Apt. 240, West Windsor, NJ 07714",076-66-4316,695.646.7658,wilsonwanda@example.com,Medium,143861,330486,68828,662,566556.0,1052176.0,1075472
a1d83468-c72d-4e19-9bc0-e1ec4c531d9d,Cindy Juarez,"91598 Alex Meadows Apt. 878, Lawrenceville, NJ 07652",196-96-4654,001-860-791-1876x91706,davisryan@example.org,High,185994,74672,79463,722,741242.0,1376594.0,1401568
7a2d68e7-c9df-4264-a093-eec2f258b1f8,Nicole Robinson MD,"54091 Sue Spurs, Hillsborough, NJ 07863",799-68-8036,+1-403-605-3438x50919,stewartcody@example.com,Medium,110270,476029,77305,654,450000.0,747524.0,703466
768179b2-d924-442a-a097-47af52d7c5be,Sarah Brennan,"9345 Phillips Circles, Woodbridge, NJ 07432",207-12-5156,362-860-8989x81049,vasquezlisa@example.org,Medium,143603,33826,99218,850,450000.0,565410.0,1132215
ae8a01b3-7361-4c2b-bfd7-fe7493f8700d,Charlotte Washington,"733 Alexander Oval Suite 681, Woodbridge, NJ 08792",256-86-8050,641.551.4419x3417,parkerdaniel@example.org,Medium,127772,189361,77698,610,450000.0,703939.0,898926
ee9c56a6-702c-4934-8174-92553c2f8f7c,Logan Pacheco,"033 Garcia Turnpike, Edison, NJ 08951",568-20-6224,8813867900,david31@example.com,Medium,129156,380670,103845,590,450000.0,751880.0,889057
c8d2fc56-7272-423f-9e2f-89abb53529b2,Jennifer Miller,"88447 Howard Flat, East Brunswick, NJ 07172",463-92-6162,001-900-279-1167x8861,sandy17@example.com,High,238418,670262,55007,645,995077.0,1848001.0,1506183
9d82210c-755b-4560-bbde-375b8aa2a593,Timothy Smith,"31306 Andrew Run Suite 471, West Windsor, NJ 07188",130-25-5808,989-385-1009x37452,kellergabriella@example.com,Medium,109814,379209,87341,548,450000.0,450000.0,1181557
b9c89d81-c0f1-493a-96bb-6edeb4c8d4b8,Francisco Barker,"9733 Wright Turnpike, Princeton, NJ 08860",329-55-3211,001-970-751-0647x53424,tamarajackson@example.org,Very High,1145899,4482787,157441,850,4000000.0,4400000.0,6000000
658d2ca4-1d1d-441f-a1c4-7ea9ece6cfd2,Shirley Wheeler,"6160 Sanders Lane Apt. 880, Edison, NJ 07971",212-60-5811,828-675-1989,rodneydiaz@example.org,High,259242,1822801,163964,823,1142724.0,2122201.0,2717061
7d15a26b-eacd-4fe8-a3ff-fb6777ece512,Steven Anderson,"7482 Melinda Ford Apt. 665, Woodbridge, NJ 07428",075-73-1346,902-301-9810x5684,lopezzachary@example.com,Low,41328,17887,23662,695,450000.0,450000.0,228624
1303bd55-275a-4382-84cc-5f987ea16531,Amy Mcdonald,"340 Joseph Club Apt. 528, Bridgewater, NJ 08089",148-66-4782,886-675-2108x882,sheila12@example.com,High,288421,790742,151016,608,653476.0,1213598.0,1786229
ac58188c-ab84-412d-acbd-6763c2d8d528,Tracy Ramos,"12729 Scott Extension Suite 303, Hopewell, NJ 08552",244-04-0255,868-947-5061x43614,megan11@example.net,Medium,89780,113821,30059,671,450000.0,802167.0,631803
456174f7-d77e-4f94-9efb-498559da67f6,Jill Harvey,"3093 Richardson Mall, Woodbridge, NJ 07672",430-94-4596,573-279-8119x8743,stephaniemoody@example.net,High,215609,1186388,81609,729,885028.0,1643624.0,1408062
b4620918-c0eb-4d85-b410-acef0c17b5ad,Heather Davis,"2888 Brian Shore Suite 676, Hillsborough, NJ 07159",828-87-3729,4408416174,sarahcastillo@example.net,Low,61635,64477,60967,687,450000.0,463986.0,349074
091ce8c8-e306-4912-bdd2-2d6b5d3da686,Courtney Chavez,"1563 Kimberly Ville Suite 822, East Brunswick, NJ 08154",179-56-8622,001-507-846-7979,carolyn35@example.net,High,224666,687554,156448,845,592483.0,1100325.0,1651438
004ea469-8053-407a-88fb-1e6455e13108,Andrew Hill,"83268 Banks View Apt. 987, Lawrenceville, NJ 07897",841-16-0759,948.820.1774x3783,rachelhart@example.org,Medium,129797,240547,104240,645,450000.0,793822.0,776495
5b8a0343-7106-4de0-98e4-5064cd4464d0,Daniel Romero,"600 Garrett Heights, Franklin Township, NJ 07073",546-52-2806,5175341209,james92@example.org,Medium,119892,334845,96340,839,450000.0,660410.0,947950
f1b891c0-a313-4948-af03-4abadc9e384f,Jessica Coleman,"1877 Frederick Ridges, Piscataway, NJ 08695",271-62-8782,(595)708-9410x850,jasonsanchez@example.org,Medium,131260,111726,44264,637,450000.0,641160.0,989289
71d67ad6-72f7-428f-9150-3a06830f2d45,Juan Shepherd,"79756 Gill Burgs Suite 640, South Brunswick, NJ 07203",132-20-9726,635-635-5320,debbierichards@example.org,High,227590,346837,416786,790,915325.0,1699889.0,1671461
d8f4aab0-1bcb-461d-9c2b-09f814536713,Michael Wright,"15046 Maxwell Summit, Woodbridge, NJ 07208",879-96-0188,865.261.8218x12208,hharris@example.org,High,219343,98032,72743,755,741723.0,1377487.0,1366936
2293d831-46be-4112-b53b-f1e6ba1da66b,Nancy Kidd,"1367 Karen Pine Suite 362, Piscataway, NJ 07220",715-24-5536,427.235.0167x49011,mariamartin@example.com,Medium,146703,522643,90104,718,450000.0,681911.0,1016339
3070b9aa-5f5a-464b-963a-fe674489ee57,Mary Johnson,"343 Maureen Spring Suite 295, West Windsor, NJ 07643",899-52-5934,526-948-2169x773,tanyarosales@example.com,Very High,391502,2182264,152755,794,1251588.0,2324379.0,2720564
fb76d0a1-af26-43e4-accb-6f5fc9ecd6ea,Yvonne Clark,"06468 Paul Row Suite 749, Piscataway, NJ 07678",764-07-3054,2328300114,dgeorge@example.org,Medium,146056,530481,53663,731,690744.0,1282811.0,891017
57926fb5-b0fe-4ad6-9c53-fd165c559452,Robert Kaufman,"105 Eric Cliffs, New Brunswick, NJ 08244",172-36-8466,+1-317-828-0359x623,michelle76@example.com,High,168108,1125414,78770,731,680702.0,1264162.0,1085225
c1b985ae-cc28-4858-a048-0c96f7e828a1,Mary Hatfield,"586 Stanley Ridges Apt. 451, West Windsor, NJ 08125",270-56-6464,(319)549-7358,cardenasvanessa@example.org,Medium,133451,81538,81052,682,510111.0,947350.0,1036664
